"age"	"group"	"cause"	"prop"
39	"S"	"Endocrine"	0.0287
39	"S"	"Mental and behavioural disorders"	0.0135
39	"S"	"Nervous Disorders"	0.0197
39	"S"	"circulatory"	0.2037
39	"S"	"respiratory"	0.0281
39	"S"	"Digestive"	0.0501
39	"S"	"Musculoskeletal Disorders"	0.0101
39	"S"	"Genitourinary"	0.0124
39	"S"	"perinatal period"	0
39	"S"	"Congenital malformations"	0.0039
39	"S"	"morbidity"	0.2656
39	"B"	"Infection"	0.115
39	"B"	"Neoplasms"	0.135
39	"B"	"Diseases of the blood and blood-forming organs"	0.0182
39	"B"	"Endocrine"	0.0548
39	"B"	"Mental and behavioural disorders"	0.0133
39	"B"	"Nervous Disorders"	0.0249
39	"B"	"circulatory"	0.2447
39	"B"	"respiratory"	0.0335
39	"B"	"Digestive"	0.0295
39	"B"	"Musculoskeletal Disorders"	0.0119
39	"B"	"Genitourinary"	0.0216
39	"B"	"perinatal period"	0.0001
39	"B"	"Congenital malformations"	0.0047
39	"B"	"morbidity"	0.2639
39	"W"	"Infection"	0.0377
39	"W"	"Neoplasms"	0.1603
39	"W"	"Diseases of the blood and blood-forming organs"	0.0043
39	"W"	"Endocrine"	0.0398
39	"W"	"Mental and behavioural disorders"	0.0209
39	"W"	"Nervous Disorders"	0.0259
39	"W"	"circulatory"	0.1644
39	"W"	"respiratory"	0.0283
39	"W"	"Digestive"	0.055
39	"W"	"Musculoskeletal Disorders"	0.0051
39	"W"	"Genitourinary"	0.009
39	"W"	"perinatal period"	0
39	"W"	"Congenital malformations"	0.0071
39	"W"	"morbidity"	0.417
40	"A"	"Infection"	0.0512
40	"A"	"Neoplasms"	0.0723
40	"A"	"Diseases of the blood and blood-forming organs"	0.0041
40	"A"	"Endocrine"	0.0617
40	"A"	"Mental and behavioural disorders"	0.0496
40	"A"	"Nervous Disorders"	0.013
40	"A"	"circulatory"	0.1348
40	"A"	"respiratory"	0.0349
40	"A"	"Digestive"	0.1454
40	"A"	"Musculoskeletal Disorders"	0.0073
40	"A"	"Genitourinary"	0.0114
40	"A"	"perinatal period"	0.0008
40	"A"	"Congenital malformations"	0.0041
40	"A"	"morbidity"	0.3883
40	"S"	"Infection"	0.0322
40	"S"	"Neoplasms"	0.2956
40	"S"	"Diseases of the blood and blood-forming organs"	0.0062
40	"S"	"Endocrine"	0.0249
40	"S"	"Mental and behavioural disorders"	0.0088
40	"S"	"Nervous Disorders"	0.0151
40	"S"	"circulatory"	0.2327
40	"S"	"respiratory"	0.0286
40	"S"	"Digestive"	0.0468
40	"S"	"Musculoskeletal Disorders"	0.0062
40	"S"	"Genitourinary"	0.013
40	"S"	"perinatal period"	0
40	"S"	"Congenital malformations"	0.0062
40	"S"	"morbidity"	0.2592
40	"B"	"Infection"	0.1164
40	"B"	"Neoplasms"	0.1419
40	"B"	"Diseases of the blood and blood-forming organs"	0.018
40	"B"	"Endocrine"	0.0548
40	"B"	"Mental and behavioural disorders"	0.0144
40	"B"	"Nervous Disorders"	0.0255
40	"B"	"circulatory"	0.2554
40	"B"	"respiratory"	0.0343
40	"B"	"Digestive"	0.0292
40	"B"	"Musculoskeletal Disorders"	0.0124
40	"B"	"Genitourinary"	0.0234
40	"B"	"perinatal period"	0.0001
40	"B"	"Congenital malformations"	0.0041
40	"B"	"morbidity"	0.2446
40	"W"	"Infection"	0.0394
40	"W"	"Neoplasms"	0.1682
40	"W"	"Diseases of the blood and blood-forming organs"	0.0038
40	"W"	"Endocrine"	0.0388
40	"W"	"Mental and behavioural disorders"	0.0212
40	"W"	"Nervous Disorders"	0.0246
40	"W"	"circulatory"	0.1794
40	"W"	"respiratory"	0.0304
40	"W"	"Digestive"	0.0598
40	"W"	"Musculoskeletal Disorders"	0.0049
40	"W"	"Genitourinary"	0.0091
40	"W"	"perinatal period"	0.0001
40	"W"	"Congenital malformations"	0.0066
40	"W"	"morbidity"	0.3882
41	"A"	"Infection"	0.0488
41	"A"	"Neoplasms"	0.0751
41	"A"	"Diseases of the blood and blood-forming organs"	0.0046
41	"A"	"Endocrine"	0.0527
41	"A"	"Mental and behavioural disorders"	0.0395
41	"A"	"Nervous Disorders"	0.0217
41	"A"	"circulatory"	0.1472
41	"A"	"respiratory"	0.0356
41	"A"	"Digestive"	0.1627
41	"A"	"Musculoskeletal Disorders"	0.0101
41	"A"	"Genitourinary"	0.0085
41	"A"	"perinatal period"	0
41	"A"	"Congenital malformations"	0.0039
41	"A"	"morbidity"	0.3664
41	"S"	"Infection"	0.0356
41	"S"	"Neoplasms"	0.3354
41	"S"	"Diseases of the blood and blood-forming organs"	0.0043
41	"S"	"Endocrine"	0.0274
41	"S"	"Mental and behavioural disorders"	0.0111
41	"S"	"Nervous Disorders"	0.0144
41	"S"	"circulatory"	0.2278
41	"S"	"respiratory"	0.025
41	"S"	"Digestive"	0.038
41	"S"	"Musculoskeletal Disorders"	0.0086
41	"S"	"Genitourinary"	0.013
41	"S"	"perinatal period"	0
41	"S"	"Congenital malformations"	0.0048
41	"S"	"morbidity"	0.2331
41	"B"	"Infection"	0.1088
41	"B"	"Neoplasms"	0.1592
41	"B"	"Diseases of the blood and blood-forming organs"	0.0178
41	"B"	"Endocrine"	0.0544
41	"B"	"Mental and behavioural disorders"	0.013
41	"B"	"Nervous Disorders"	0.0268
41	"B"	"circulatory"	0.2653
41	"B"	"respiratory"	0.0359
41	"B"	"Digestive"	0.0348
41	"B"	"Musculoskeletal Disorders"	0.0125
41	"B"	"Genitourinary"	0.0201
41	"B"	"perinatal period"	0
41	"B"	"Congenital malformations"	0.0036
41	"B"	"morbidity"	0.2228
41	"W"	"Infection"	0.0401
41	"W"	"Neoplasms"	0.1815
41	"W"	"Diseases of the blood and blood-forming organs"	0.0038
41	"W"	"Endocrine"	0.0399
41	"W"	"Mental and behavioural disorders"	0.0219
41	"W"	"Nervous Disorders"	0.0244
41	"W"	"circulatory"	0.1827
41	"W"	"respiratory"	0.0312
41	"W"	"Digestive"	0.063
41	"W"	"Musculoskeletal Disorders"	0.0049
41	"W"	"Genitourinary"	0.0093
41	"W"	"perinatal period"	0.0001
41	"W"	"Congenital malformations"	0.0058
41	"W"	"morbidity"	0.3678
42	"A"	"Infection"	0.0458
42	"A"	"Neoplasms"	0.0902
42	"A"	"Diseases of the blood and blood-forming organs"	0.0007
42	"A"	"Endocrine"	0.0479
42	"A"	"Mental and behavioural disorders"	0.0374
42	"A"	"Nervous Disorders"	0.0194
42	"A"	"circulatory"	0.1456
42	"A"	"respiratory"	0.0347
42	"A"	"Digestive"	0.1803
42	"A"	"Musculoskeletal Disorders"	0.0062
42	"A"	"Genitourinary"	0.009
42	"A"	"perinatal period"	0
42	"A"	"Congenital malformations"	0.0055
42	"A"	"morbidity"	0.3551
42	"S"	"Infection"	0.0404
42	"S"	"Neoplasms"	0.3226
42	"S"	"Diseases of the blood and blood-forming organs"	0.0055
42	"S"	"Endocrine"	0.0307
42	"S"	"Mental and behavioural disorders"	0.0101
42	"S"	"Nervous Disorders"	0.017
42	"S"	"circulatory"	0.2441
42	"S"	"respiratory"	0.0257
42	"S"	"Digestive"	0.0441
42	"S"	"Musculoskeletal Disorders"	0.0078
42	"S"	"Genitourinary"	0.0092
42	"S"	"perinatal period"	0.0005
42	"S"	"Congenital malformations"	0.0096
42	"S"	"morbidity"	0.2143
42	"B"	"Infection"	0.1208
42	"B"	"Neoplasms"	0.1625
42	"B"	"Diseases of the blood and blood-forming organs"	0.0173
42	"B"	"Endocrine"	0.0569
42	"B"	"Mental and behavioural disorders"	0.0152
42	"B"	"Nervous Disorders"	0.0248
42	"B"	"circulatory"	0.2694
42	"B"	"respiratory"	0.0347
42	"B"	"Digestive"	0.0374
42	"B"	"Musculoskeletal Disorders"	0.0111
42	"B"	"Genitourinary"	0.0249
42	"B"	"perinatal period"	0.0001
42	"B"	"Congenital malformations"	0.0034
42	"B"	"morbidity"	0.1983
42	"W"	"Infection"	0.04
42	"W"	"Neoplasms"	0.1873
42	"W"	"Diseases of the blood and blood-forming organs"	0.0039
42	"W"	"Endocrine"	0.0407
42	"W"	"Mental and behavioural disorders"	0.0232
42	"W"	"Nervous Disorders"	0.0249
42	"W"	"circulatory"	0.1905
42	"W"	"respiratory"	0.033
42	"W"	"Digestive"	0.0666
42	"W"	"Musculoskeletal Disorders"	0.0051
42	"W"	"Genitourinary"	0.0092
42	"W"	"perinatal period"	0
42	"W"	"Congenital malformations"	0.0061
42	"W"	"morbidity"	0.3478
43	"A"	"Infection"	0.0409
43	"A"	"Neoplasms"	0.0983
43	"A"	"Diseases of the blood and blood-forming organs"	0
43	"A"	"Endocrine"	0.0521
43	"A"	"Mental and behavioural disorders"	0.0449
43	"A"	"Nervous Disorders"	0.0165
43	"A"	"circulatory"	0.1616
43	"A"	"respiratory"	0.0402
43	"A"	"Digestive"	0.1616
43	"A"	"Musculoskeletal Disorders"	0.0073
43	"A"	"Genitourinary"	0.0145
43	"A"	"perinatal period"	0
43	"A"	"Congenital malformations"	0.0033
43	"A"	"morbidity"	0.3311
43	"S"	"Infection"	0.0331
43	"S"	"Neoplasms"	0.3445
43	"S"	"Diseases of the blood and blood-forming organs"	0.0045
43	"S"	"Endocrine"	0.0343
43	"S"	"Mental and behavioural disorders"	0.0153
43	"S"	"Nervous Disorders"	0.0149
43	"S"	"circulatory"	0.2477
43	"S"	"respiratory"	0.0261
43	"S"	"Digestive"	0.043
43	"S"	"Musculoskeletal Disorders"	0.005
43	"S"	"Genitourinary"	0.0095
43	"S"	"perinatal period"	0
43	"S"	"Congenital malformations"	0.0037
43	"S"	"morbidity"	0.2047
43	"B"	"Infection"	0.1125
43	"B"	"Neoplasms"	0.1751
43	"B"	"Diseases of the blood and blood-forming organs"	0.0177
43	"B"	"Endocrine"	0.0539
43	"B"	"Mental and behavioural disorders"	0.0141
43	"B"	"Nervous Disorders"	0.0231
43	"B"	"circulatory"	0.2792
43	"B"	"respiratory"	0.0384
43	"B"	"Digestive"	0.0375
43	"B"	"Musculoskeletal Disorders"	0.0115
43	"B"	"Genitourinary"	0.0237
43	"B"	"perinatal period"	0.0001
43	"B"	"Congenital malformations"	0.0034
43	"B"	"morbidity"	0.1887
43	"W"	"Infection"	0.0428
43	"W"	"Neoplasms"	0.2002
43	"W"	"Diseases of the blood and blood-forming organs"	0.0035
43	"W"	"Endocrine"	0.0409
43	"W"	"Mental and behavioural disorders"	0.0226
43	"W"	"Nervous Disorders"	0.0255
43	"W"	"circulatory"	0.1948
43	"W"	"respiratory"	0.0338
43	"W"	"Digestive"	0.0726
43	"W"	"Musculoskeletal Disorders"	0.0055
43	"W"	"Genitourinary"	0.0104
43	"W"	"perinatal period"	0.0001
43	"W"	"Congenital malformations"	0.0054
43	"W"	"morbidity"	0.3213
44	"A"	"Infection"	0.0494
44	"A"	"Neoplasms"	0.1
44	"A"	"Diseases of the blood and blood-forming organs"	0.0045
44	"A"	"Endocrine"	0.0577
44	"A"	"Mental and behavioural disorders"	0.0391
44	"A"	"Nervous Disorders"	0.0122
44	"A"	"circulatory"	0.1737
44	"A"	"respiratory"	0.0474
44	"A"	"Digestive"	0.1885
44	"A"	"Musculoskeletal Disorders"	0.0064
44	"A"	"Genitourinary"	0.0154
44	"A"	"perinatal period"	0
44	"A"	"Congenital malformations"	0
44	"A"	"morbidity"	0.2917
44	"S"	"Infection"	0.0365
44	"S"	"Neoplasms"	0.3511
44	"S"	"Diseases of the blood and blood-forming organs"	0.0047
44	"S"	"Endocrine"	0.0333
44	"S"	"Mental and behavioural disorders"	0.009
44	"S"	"Nervous Disorders"	0.0122
44	"S"	"circulatory"	0.2362
44	"S"	"respiratory"	0.0271
44	"S"	"Digestive"	0.0432
44	"S"	"Musculoskeletal Disorders"	0.0071
44	"S"	"Genitourinary"	0.0177
44	"S"	"perinatal period"	0
44	"S"	"Congenital malformations"	0.0055
44	"S"	"morbidity"	0.2044
44	"B"	"Infection"	0.1116
44	"B"	"Neoplasms"	0.1812
44	"B"	"Diseases of the blood and blood-forming organs"	0.0149
44	"B"	"Endocrine"	0.0559
44	"B"	"Mental and behavioural disorders"	0.0154
44	"B"	"Nervous Disorders"	0.0251
44	"B"	"circulatory"	0.2831
44	"B"	"respiratory"	0.0365
44	"B"	"Digestive"	0.0392
44	"B"	"Musculoskeletal Disorders"	0.0114
44	"B"	"Genitourinary"	0.0244
44	"B"	"perinatal period"	0.0001
44	"B"	"Congenital malformations"	0.0032
44	"B"	"morbidity"	0.1766
44	"W"	"Infection"	0.041
44	"W"	"Neoplasms"	0.2088
44	"W"	"Diseases of the blood and blood-forming organs"	0.0039
44	"W"	"Endocrine"	0.0408
44	"W"	"Mental and behavioural disorders"	0.0233
44	"W"	"Nervous Disorders"	0.0243
44	"W"	"circulatory"	0.2056
44	"W"	"respiratory"	0.0351
44	"W"	"Digestive"	0.0743
44	"W"	"Musculoskeletal Disorders"	0.0049
44	"W"	"Genitourinary"	0.0105
44	"W"	"perinatal period"	0
44	"W"	"Congenital malformations"	0.0052
44	"W"	"morbidity"	0.3026
45	"A"	"Infection"	0.0586
45	"A"	"Neoplasms"	0.1114
45	"A"	"Diseases of the blood and blood-forming organs"	0.0035
45	"A"	"Endocrine"	0.0445
45	"A"	"Mental and behavioural disorders"	0.0399
45	"A"	"Nervous Disorders"	0.0176
45	"A"	"circulatory"	0.177
45	"A"	"respiratory"	0.0387
45	"A"	"Digestive"	0.1729
45	"A"	"Musculoskeletal Disorders"	0.0029
45	"A"	"Genitourinary"	0.0135
45	"A"	"perinatal period"	0
45	"A"	"Congenital malformations"	0.0035
45	"A"	"morbidity"	0.2913
45	"S"	"Infection"	0.0342
45	"S"	"Neoplasms"	0.3559
45	"S"	"Diseases of the blood and blood-forming organs"	0.0022
45	"S"	"Endocrine"	0.0389
45	"S"	"Mental and behavioural disorders"	0.0114
45	"S"	"Nervous Disorders"	0.0173
45	"S"	"circulatory"	0.2464
45	"S"	"respiratory"	0.029
45	"S"	"Digestive"	0.0419
45	"S"	"Musculoskeletal Disorders"	0.0088
45	"S"	"Genitourinary"	0.0099
45	"S"	"perinatal period"	0
45	"S"	"Congenital malformations"	0.0055
45	"S"	"morbidity"	0.1858
45	"B"	"Infection"	0.1035
45	"B"	"Neoplasms"	0.195
45	"B"	"Diseases of the blood and blood-forming organs"	0.0152
45	"B"	"Endocrine"	0.054
45	"B"	"Mental and behavioural disorders"	0.0145
45	"B"	"Nervous Disorders"	0.0234
45	"B"	"circulatory"	0.2953
45	"B"	"respiratory"	0.0391
45	"B"	"Digestive"	0.0424
45	"B"	"Musculoskeletal Disorders"	0.0096
45	"B"	"Genitourinary"	0.0224
45	"B"	"perinatal period"	0
45	"B"	"Congenital malformations"	0.0033
45	"B"	"morbidity"	0.163
45	"W"	"Infection"	0.0416
45	"W"	"Neoplasms"	0.2208
45	"W"	"Diseases of the blood and blood-forming organs"	0.0033
45	"W"	"Endocrine"	0.0414
45	"W"	"Mental and behavioural disorders"	0.0222
45	"W"	"Nervous Disorders"	0.025
45	"W"	"circulatory"	0.2112
45	"W"	"respiratory"	0.0369
45	"W"	"Digestive"	0.0753
45	"W"	"Musculoskeletal Disorders"	0.0051
45	"W"	"Genitourinary"	0.0105
45	"W"	"perinatal period"	0.0001
45	"W"	"Congenital malformations"	0.0054
45	"W"	"morbidity"	0.2821
46	"A"	"Infection"	0.0469
46	"A"	"Neoplasms"	0.1229
46	"A"	"Diseases of the blood and blood-forming organs"	0.0044
46	"A"	"Endocrine"	0.0595
46	"A"	"Mental and behavioural disorders"	0.0353
46	"A"	"Nervous Disorders"	0.0171
46	"A"	"circulatory"	0.1869
46	"A"	"respiratory"	0.043
46	"A"	"Digestive"	0.1687
46	"A"	"Musculoskeletal Disorders"	0.0066
46	"A"	"Genitourinary"	0.0176
46	"A"	"perinatal period"	0
46	"A"	"Congenital malformations"	0.0039
46	"A"	"morbidity"	0.2679
46	"S"	"Infection"	0.04
46	"S"	"Neoplasms"	0.3776
46	"S"	"Diseases of the blood and blood-forming organs"	0.0051
46	"S"	"Endocrine"	0.0332
46	"S"	"Mental and behavioural disorders"	0.0109
46	"S"	"Nervous Disorders"	0.0164
46	"S"	"circulatory"	0.2449
46	"S"	"respiratory"	0.0284
46	"S"	"Digestive"	0.0469
46	"S"	"Musculoskeletal Disorders"	0.0082
46	"S"	"Genitourinary"	0.0168
46	"S"	"perinatal period"	0
46	"S"	"Congenital malformations"	0.0024
46	"S"	"morbidity"	0.1532
46	"B"	"Infection"	0.1021
46	"B"	"Neoplasms"	0.2063
46	"B"	"Diseases of the blood and blood-forming organs"	0.0148
46	"B"	"Endocrine"	0.0531
46	"B"	"Mental and behavioural disorders"	0.0151
46	"B"	"Nervous Disorders"	0.0242
46	"B"	"circulatory"	0.2954
46	"B"	"respiratory"	0.0401
46	"B"	"Digestive"	0.0428
46	"B"	"Musculoskeletal Disorders"	0.0102
46	"B"	"Genitourinary"	0.0246
46	"B"	"perinatal period"	0
46	"B"	"Congenital malformations"	0.0024
46	"B"	"morbidity"	0.1508
46	"W"	"Infection"	0.0413
46	"W"	"Neoplasms"	0.2284
46	"W"	"Diseases of the blood and blood-forming organs"	0.0035
46	"W"	"Endocrine"	0.0403
46	"W"	"Mental and behavioural disorders"	0.0214
46	"W"	"Nervous Disorders"	0.0245
46	"W"	"circulatory"	0.22
46	"W"	"respiratory"	0.0392
46	"W"	"Digestive"	0.0776
46	"W"	"Musculoskeletal Disorders"	0.0053
46	"W"	"Genitourinary"	0.0106
46	"W"	"perinatal period"	0
46	"W"	"Congenital malformations"	0.0049
46	"W"	"morbidity"	0.265
47	"A"	"Infection"	0.0518
47	"A"	"Neoplasms"	0.1429
47	"A"	"Diseases of the blood and blood-forming organs"	0.0016
47	"A"	"Endocrine"	0.055
47	"A"	"Mental and behavioural disorders"	0.0335
47	"A"	"Nervous Disorders"	0.0183
47	"A"	"circulatory"	0.1859
47	"A"	"respiratory"	0.0424
47	"A"	"Digestive"	0.1723
47	"A"	"Musculoskeletal Disorders"	0.0073
47	"A"	"Genitourinary"	0.0204
47	"A"	"perinatal period"	0
47	"A"	"Congenital malformations"	0.0021
47	"A"	"morbidity"	0.2513
47	"S"	"Infection"	0.0353
47	"S"	"Neoplasms"	0.3716
47	"S"	"Diseases of the blood and blood-forming organs"	0.0055
47	"S"	"Endocrine"	0.0414
47	"S"	"Mental and behavioural disorders"	0.0098
47	"S"	"Nervous Disorders"	0.0132
47	"S"	"circulatory"	0.2502
47	"S"	"respiratory"	0.031
47	"S"	"Digestive"	0.0475
47	"S"	"Musculoskeletal Disorders"	0.008
47	"S"	"Genitourinary"	0.0132
47	"S"	"perinatal period"	0
47	"S"	"Congenital malformations"	0.004
47	"S"	"morbidity"	0.1591
47	"B"	"Infection"	0.0993
47	"B"	"Neoplasms"	0.2111
47	"B"	"Diseases of the blood and blood-forming organs"	0.0139
47	"B"	"Endocrine"	0.0549
47	"B"	"Mental and behavioural disorders"	0.0148
47	"B"	"Nervous Disorders"	0.0231
47	"B"	"circulatory"	0.3031
47	"B"	"respiratory"	0.038
47	"B"	"Digestive"	0.0449
47	"B"	"Musculoskeletal Disorders"	0.0105
47	"B"	"Genitourinary"	0.0229
47	"B"	"perinatal period"	0.0001
47	"B"	"Congenital malformations"	0.0023
47	"B"	"morbidity"	0.1425
47	"W"	"Infection"	0.0414
47	"W"	"Neoplasms"	0.2429
47	"W"	"Diseases of the blood and blood-forming organs"	0.0034
47	"W"	"Endocrine"	0.0429
47	"W"	"Mental and behavioural disorders"	0.0211
47	"W"	"Nervous Disorders"	0.0243
47	"W"	"circulatory"	0.2223
47	"W"	"respiratory"	0.039
47	"W"	"Digestive"	0.0804
47	"W"	"Musculoskeletal Disorders"	0.0051
47	"W"	"Genitourinary"	0.0106
47	"W"	"perinatal period"	0
47	"W"	"Congenital malformations"	0.0047
47	"W"	"morbidity"	0.2445
48	"A"	"Infection"	0.058
48	"A"	"Neoplasms"	0.1371
48	"A"	"Diseases of the blood and blood-forming organs"	0.002
48	"A"	"Endocrine"	0.0644
48	"A"	"Mental and behavioural disorders"	0.041
48	"A"	"Nervous Disorders"	0.0185
48	"A"	"circulatory"	0.1912
48	"A"	"respiratory"	0.04
48	"A"	"Digestive"	0.1668
48	"A"	"Musculoskeletal Disorders"	0.0107
48	"A"	"Genitourinary"	0.0185
48	"A"	"perinatal period"	0
48	"A"	"Congenital malformations"	0.002
48	"A"	"morbidity"	0.2376
48	"S"	"Infection"	0.0397
48	"S"	"Neoplasms"	0.3844
48	"S"	"Diseases of the blood and blood-forming organs"	0.0034
48	"S"	"Endocrine"	0.0409
48	"S"	"Mental and behavioural disorders"	0.0103
48	"S"	"Nervous Disorders"	0.0146
48	"S"	"circulatory"	0.2549
48	"S"	"respiratory"	0.0286
48	"S"	"Digestive"	0.05
48	"S"	"Musculoskeletal Disorders"	0.0089
48	"S"	"Genitourinary"	0.0106
48	"S"	"perinatal period"	0
48	"S"	"Congenital malformations"	0.0029
48	"S"	"morbidity"	0.1412
48	"B"	"Infection"	0.0937
48	"B"	"Neoplasms"	0.2268
48	"B"	"Diseases of the blood and blood-forming organs"	0.0136
48	"B"	"Endocrine"	0.0535
48	"B"	"Mental and behavioural disorders"	0.0147
48	"B"	"Nervous Disorders"	0.0214
48	"B"	"circulatory"	0.3048
48	"B"	"respiratory"	0.0433
48	"B"	"Digestive"	0.0439
48	"B"	"Musculoskeletal Disorders"	0.0096
48	"B"	"Genitourinary"	0.0246
48	"B"	"perinatal period"	0
48	"B"	"Congenital malformations"	0.0028
48	"B"	"morbidity"	0.1288
48	"W"	"Infection"	0.0413
48	"W"	"Neoplasms"	0.251
48	"W"	"Diseases of the blood and blood-forming organs"	0.0039
48	"W"	"Endocrine"	0.043
48	"W"	"Mental and behavioural disorders"	0.0216
48	"W"	"Nervous Disorders"	0.0244
48	"W"	"circulatory"	0.2274
48	"W"	"respiratory"	0.0423
48	"W"	"Digestive"	0.0804
48	"W"	"Musculoskeletal Disorders"	0.0053
48	"W"	"Genitourinary"	0.0116
48	"W"	"perinatal period"	0
48	"W"	"Congenital malformations"	0.0045
48	"W"	"morbidity"	0.2263
49	"A"	"Infection"	0.058
49	"A"	"Neoplasms"	0.1585
49	"A"	"Diseases of the blood and blood-forming organs"	0.0028
49	"A"	"Endocrine"	0.0599
49	"A"	"Mental and behavioural disorders"	0.0322
49	"A"	"Nervous Disorders"	0.017
49	"A"	"circulatory"	0.2059
49	"A"	"respiratory"	0.041
49	"A"	"Digestive"	0.1649
49	"A"	"Musculoskeletal Disorders"	0.0106
49	"A"	"Genitourinary"	0.0157
49	"A"	"perinatal period"	0
49	"A"	"Congenital malformations"	0.0018
49	"A"	"morbidity"	0.2087
49	"S"	"Infection"	0.0338
49	"S"	"Neoplasms"	0.3952
49	"S"	"Diseases of the blood and blood-forming organs"	0.0026
49	"S"	"Endocrine"	0.0385
49	"S"	"Mental and behavioural disorders"	0.01
49	"S"	"Nervous Disorders"	0.0161
49	"S"	"circulatory"	0.2685
49	"S"	"respiratory"	0.0253
49	"S"	"Digestive"	0.0428
49	"S"	"Musculoskeletal Disorders"	0.0061
49	"S"	"Genitourinary"	0.0116
49	"S"	"perinatal period"	0
49	"S"	"Congenital malformations"	0.0042
49	"S"	"morbidity"	0.1373
49	"B"	"Infection"	0.0823
49	"B"	"Neoplasms"	0.2423
49	"B"	"Diseases of the blood and blood-forming organs"	0.0113
49	"B"	"Endocrine"	0.0547
49	"B"	"Mental and behavioural disorders"	0.0159
49	"B"	"Nervous Disorders"	0.0219
49	"B"	"circulatory"	0.3078
49	"B"	"respiratory"	0.0437
49	"B"	"Digestive"	0.0445
49	"B"	"Musculoskeletal Disorders"	0.0087
49	"B"	"Genitourinary"	0.0243
49	"B"	"perinatal period"	0.0001
49	"B"	"Congenital malformations"	0.0027
49	"B"	"morbidity"	0.1214
49	"W"	"Infection"	0.0413
49	"W"	"Neoplasms"	0.2658
49	"W"	"Diseases of the blood and blood-forming organs"	0.0034
49	"W"	"Endocrine"	0.0428
49	"W"	"Mental and behavioural disorders"	0.0203
49	"W"	"Nervous Disorders"	0.0245
49	"W"	"circulatory"	0.2316
49	"W"	"respiratory"	0.0444
49	"W"	"Digestive"	0.0808
49	"W"	"Musculoskeletal Disorders"	0.0048
49	"W"	"Genitourinary"	0.0114
49	"W"	"perinatal period"	0
49	"W"	"Congenital malformations"	0.0044
49	"W"	"morbidity"	0.2089
50	"A"	"Infection"	0.0527
50	"A"	"Neoplasms"	0.171
50	"A"	"Diseases of the blood and blood-forming organs"	0.0048
50	"A"	"Endocrine"	0.0664
50	"A"	"Mental and behavioural disorders"	0.0365
50	"A"	"Nervous Disorders"	0.0145
50	"A"	"circulatory"	0.1974
50	"A"	"respiratory"	0.0505
50	"A"	"Digestive"	0.1666
50	"A"	"Musculoskeletal Disorders"	0.0079
50	"A"	"Genitourinary"	0.0163
50	"A"	"perinatal period"	0
50	"A"	"Congenital malformations"	0.0048
50	"A"	"morbidity"	0.1921
50	"S"	"Infection"	0.0284
50	"S"	"Neoplasms"	0.4047
50	"S"	"Diseases of the blood and blood-forming organs"	0.0052
50	"S"	"Endocrine"	0.0368
50	"S"	"Mental and behavioural disorders"	0.0112
50	"S"	"Nervous Disorders"	0.0144
50	"S"	"circulatory"	0.2674
50	"S"	"respiratory"	0.0296
50	"S"	"Digestive"	0.0478
50	"S"	"Musculoskeletal Disorders"	0.0075
50	"S"	"Genitourinary"	0.0112
50	"S"	"perinatal period"	0
50	"S"	"Congenital malformations"	0.0037
50	"S"	"morbidity"	0.1224
50	"B"	"Infection"	0.083
50	"B"	"Neoplasms"	0.2467
50	"B"	"Diseases of the blood and blood-forming organs"	0.0132
50	"B"	"Endocrine"	0.0525
50	"B"	"Mental and behavioural disorders"	0.0161
50	"B"	"Nervous Disorders"	0.0204
50	"B"	"circulatory"	0.3152
50	"B"	"respiratory"	0.0447
50	"B"	"Digestive"	0.0482
50	"B"	"Musculoskeletal Disorders"	0.0085
50	"B"	"Genitourinary"	0.0248
50	"B"	"perinatal period"	0
50	"B"	"Congenital malformations"	0.0019
50	"B"	"morbidity"	0.1087
50	"W"	"Infection"	0.0422
50	"W"	"Neoplasms"	0.2756
50	"W"	"Diseases of the blood and blood-forming organs"	0.0035
50	"W"	"Endocrine"	0.0435
50	"W"	"Mental and behavioural disorders"	0.0199
50	"W"	"Nervous Disorders"	0.0249
50	"W"	"circulatory"	0.2377
50	"W"	"respiratory"	0.0474
50	"W"	"Digestive"	0.0816
50	"W"	"Musculoskeletal Disorders"	0.0049
50	"W"	"Genitourinary"	0.0119
50	"W"	"perinatal period"	0
50	"W"	"Congenital malformations"	0.0042
50	"W"	"morbidity"	0.1879
51	"A"	"Infection"	0.0543
51	"A"	"Neoplasms"	0.1819
51	"A"	"Diseases of the blood and blood-forming organs"	0.0049
51	"A"	"Endocrine"	0.0732
51	"A"	"Mental and behavioural disorders"	0.0296
51	"A"	"Nervous Disorders"	0.0148
51	"A"	"circulatory"	0.2025
51	"A"	"respiratory"	0.0566
51	"A"	"Digestive"	0.1522
51	"A"	"Musculoskeletal Disorders"	0.0117
51	"A"	"Genitourinary"	0.0162
51	"A"	"perinatal period"	0
51	"A"	"Congenital malformations"	0.0045
51	"A"	"morbidity"	0.1774
51	"S"	"Infection"	0.0322
51	"S"	"Neoplasms"	0.3956
51	"S"	"Diseases of the blood and blood-forming organs"	0.0053
51	"S"	"Endocrine"	0.0414
51	"S"	"Mental and behavioural disorders"	0.0074
51	"S"	"Nervous Disorders"	0.0173
51	"S"	"circulatory"	0.2771
51	"S"	"respiratory"	0.028
51	"S"	"Digestive"	0.0453
51	"S"	"Musculoskeletal Disorders"	0.0058
51	"S"	"Genitourinary"	0.016
